,char,dialog,movie,birth,death,gender,race
2140,GOLLUM,"No, not very nice at all, my love. She hungers for sweeter meats. , Hobbit meat. And when she throws away the bones and the empty clothes , then we will find it.",The Return of the King ,TA 2430,"March 25 ,3019",Male,Hobbits
2141,SMEAGOL,And take it for Meee!,The Return of the King ,TA 2430,"March 25 ,3019",Male,Hobbits
2142,GOLLUM,For us.,The Return of the King ,TA 2430,"March 25 ,3019",Male,Hobbits
2143,SMEAGOL,"Yes, we meant for us! Gollum, gollum. The precious will be ours once the Hobbitses are dead!",The Return of the King ,TA 2430,"March 25 ,3019",Male,Hobbits
2144,MERRY,Frodo! Frodo!,The Fellowship of the Ring ,,,Other,Hobbits
2145,SAM,"Strider! , Get off him!",The Fellowship of the Ring ,,,Other,Hobbits
2146,MERRY,Aragorn!,The Fellowship of the Ring ,,,Other,Hobbits
2147,MERRY,Frodo!,The Fellowship of the Ring ,,,Other,Hobbits
2148,FRODO,Strider!,The Fellowship of the Ring ,,,Other,Hobbits
2149,GANDALF,Into the Mines!,The Fellowship of the Ring ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
2150,BOROMIR,Legolas!,The Fellowship of the Ring ,TA 2978,"February 26 ,3019",Male,Men
2151,GANDALF,"We now have but one choice, we must face the long dark of Moria. Be on your guard, there are older and fouler things than orcs in the deep places of the world",The Fellowship of the Ring ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
2152,GANDALF,"The wealth of Moria is not in gold, or jewels, but Mithril",The Fellowship of the Ring ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
2153,GANDALF,Bilbo had a shirt of mithril rings that Thorin gave him,The Fellowship of the Ring ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
2154,GIMLI,Aww that was a Kingly gift,The Fellowship of the Ring ,TA 2879,"Unknown (Departed to ,Aman ,FO 120,)",Male,Dwarves
2155,GANDALF,"Yes. I never told him, but its worth was greater than the value of The Shire!",The Fellowship of the Ring ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
2156,MERRY,Pippin!,The Fellowship of the Ring ,,,Other,Hobbits
2157,GANDALF,I've no memory of this place,The Fellowship of the Ring ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
2158,PIPPIN,Are we lost ?,The Fellowship of the Ring ,,,Other,Hobbits
2159,SAM,Frodo! Come on!,The Fellowship of the Ring ,,,Other,Hobbits
2160,PIPPIN,Frodo!,The Fellowship of the Ring ,,,Other,Hobbits
2161,SAM,Come on faster!,The Fellowship of the Ring ,,,Other,Hobbits
2162,FRODO,How far to the nearest crossing ?,The Fellowship of the Ring ,,,Other,Hobbits
2163,MERRY,"The Brandywine Bridge, twenty miles.",The Fellowship of the Ring ,,,Other,Hobbits
2164,FRODO,Come on!,The Fellowship of the Ring ,,,Other,Hobbits
2165,GATEKEEPER,What do you want ?,The Fellowship of the Ring ,,,Other,Men
2166,FRODO,We're heading for the Prancing Pony.,The Fellowship of the Ring ,,,Other,Hobbits
2167,GATEKEEPER,Hobbits! Four hobbits! What's more out of The Shire by your talk! What business brings you to Bree?,The Fellowship of the Ring ,,,Other,Men
2168,FRODO,We wish to at the Inn. Our business is our own.,The Fellowship of the Ring ,,,Other,Hobbits
2169,GATEKEEPER,"alright young sir, I meant no offence. ,My job to ask questions after nightfall. There's talk of strange folk abroad. Can't be too careful",The Fellowship of the Ring ,,,Other,Men
2170,MAN,Out of the way! Watch where you're walking!,The Fellowship of the Ring ,,,Other,Men
2171,FRODO,Excuse me ?,The Fellowship of the Ring ,,,Other,Hobbits
2172,BILBO,Today is my One Hundred and Eleventh birthday!,The Fellowship of the Ring ,,,Other,Hobbits
2173,HOBBIT,Happy Birthday!,The Fellowship of the Ring ,,,Other,Hobbits
2174,BILBO,"Alas, elevnty-one years is far too short a time to live among such excellent and admirable hobbits., I don't know half of you half as well as I should like and I like less than half of you, half as well as you deserve.",The Fellowship of the Ring ,,,Other,Hobbits
2175,PIPPIN,Why are they still guarding it?,The Return of the King ,,,Other,Hobbits
2176,GANDALF,"They guard it because they have hope. A faint and fading hope that one day it will flower. That a king will come and this city will be as it once was before it fell into decay. , The old wisdom born out of the west was forsaken. Kings made tombs more splendid than the houses of the living and counted the old names of their descent , dearer than the names of their sons. , Childless lords sat in aged halls musing on heraldry or in high, cold towers asking questions of the stars. And so the people of Gondor fell into ruin. , The line of Kings failed. The white tree withered. The rule of Gondor was given over to lesser men.",The Return of the King ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
2177,PIPPIN,Mordor.,The Return of the King ,,,Other,Hobbits
2178,GANDALF,"Yes, there it lies. This city has dwelt ever in the sight of its shadow.",The Return of the King ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
2179,PIPPIN,A storm is coming.,The Return of the King ,,,Other,Hobbits
2180,GANDALF,"This is not the weather of the world. This is a device of Sauron's making. A broil of fume he sends ahead of his host. The Orcs of Mordor have no love of daylight, so he covers the face of the sun to ease their passage along the road to war. When the shadow of Mordor reaches this city it will begin.",The Return of the King ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
2181,PIPPIN,"Well' Minas Tirith' very impressive. ,So where are off to next?",The Return of the King ,,,Other,Hobbits
2182,GANDALF,"Oh, it's too late for that Peregrin. There's no leaving this city. , Help must come to us.",The Return of the King ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
2183,FRODO,But I know you have something to do with it.,The Fellowship of the Ring ,,,Other,Hobbits
2184,GANDALF,Good gracious me!,The Fellowship of the Ring ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
2185,FRODO,Before you came along we Bagginses were very well thought of.,The Fellowship of the Ring ,,,Other,Hobbits
2186,GANDALF,Indeed?,The Fellowship of the Ring ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
2187,FRODO,"We never had any adventures, or did anything unexpected.",The Fellowship of the Ring ,,,Other,Hobbits
2188,GANDALF,"If you're referring to the incident with the dragon, I was barely involved. All I did was give your uncle a little nudge out of the door.",The Fellowship of the Ring ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
2189,FRODO,"Whatever you did, you've been officially labelled as a 'disturber of the peace.'",The Fellowship of the Ring ,,,Other,Hobbits
2190,GANDALF,Oh really?,The Fellowship of the Ring ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
2191,CHILDREN HOBBITS,Gandalf! Gandalf!,The Fellowship of the Ring ,,,Other,Hobbits
2192,CHILDREN HOBBITS,Fireworks Gandalf! Gandalf! Fireworks Gandalf!,The Fellowship of the Ring ,,,Other,Hobbits
2193,CHILDREN HOBBITS,Hooooraaaay!,The Fellowship of the Ring ,,,Other,Hobbits
2194,FRODO,"Gandalf, I'm glad you're back.",The Fellowship of the Ring ,,,Other,Hobbits
2195,SAM,You treacherous little toad!,The Return of the King ,,,Other,Hobbits
2196,GOLLUM,"No, no! Master!",The Return of the King ,TA 2430,"March 25 ,3019",Male,Hobbits
2197,FRODO,No Sam! Leave him alone!,The Return of the King ,,,Other,Hobbits
2198,SAM,I heard it from his own mouth. He means to murder us.,The Return of the King ,,,Other,Hobbits
2199,GOLLUM,"Never! Smeagol wouldn't hurt a fly! , Aaaagh he is a horrid, fat Hobbit who hates Smeagol and who makes up nasty lies!",The Return of the King ,TA 2430,"March 25 ,3019",Male,Hobbits
2200,SAM,You miserable little maggot! I'll stove your head in!,The Return of the King ,,,Other,Hobbits
2201,FRODO,Sam!,The Return of the King ,,,Other,Hobbits
2202,SAM,Call me a liar? You're a liar!,The Return of the King ,,,Other,Hobbits
2203,GOLLUM,Waaaah!,The Return of the King ,TA 2430,"March 25 ,3019",Male,Hobbits
2204,FRODO,If you scare him off then we are lost!,The Return of the King ,,,Other,Hobbits
2205,SAM,I don't care! I can't do it Mr Frodo! I won't wait around for him to kill us!,The Return of the King ,,,Other,Hobbits
2206,FRODO,I'm not sending him away.,The Return of the King ,,,Other,Hobbits
2207,SAM,You don't see it do you? He's a villain.,The Return of the King ,,,Other,Hobbits
2208,FRODO,We can't do this by ourselves Sam. Not without a guide. I need you on my side.,The Return of the King ,,,Other,Hobbits
2209,MERRY,No,The Fellowship of the Ring ,,,Other,Hobbits
2210,PIPPIN,I think we are,The Fellowship of the Ring ,,,Other,Hobbits
2211,SAM,Ssh! Gandalf's thinking,The Fellowship of the Ring ,,,Other,Hobbits
2212,PIPPIN,Merry!,The Fellowship of the Ring ,,,Other,Hobbits
2213,MERRY,What!,The Fellowship of the Ring ,,,Other,Hobbits
2214,PIPPIN,I'm hungry,The Fellowship of the Ring ,,,Other,Hobbits
2215,FRODO,There's something down there,The Fellowship of the Ring ,,,Other,Hobbits
2216,GANDALF,It's Gollum,The Fellowship of the Ring ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
2217,FRODO,Gollum!,The Fellowship of the Ring ,,,Other,Hobbits
2218,GANDALF,He's been following us for three days,The Fellowship of the Ring ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
2219,FRODO,He escaped the dungeons of Barad-D'r!,The Fellowship of the Ring ,,,Other,Hobbits
2220,GANDALF,"Escaped , or was set loose and now the Ring has drawn him here , He won't ever be rid of his need for it. He hates and loves the Ring, as he hates and loves himself. Smeagol's life is a sad story , Yes , he was once called, before the Ring found him. Before it drove him mad",The Fellowship of the Ring ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
2221,FRODO,It's a pity Bilbo didnt kill him when he had the chance,The Fellowship of the Ring ,,,Other,Hobbits
2222,GANDALF,"Pity ? It was pity that stayed Bilbo's hand. Many that live deserve death and many that die, deserve life. Can you give it to them Frodo ? Do not be too eager to deal out death and judgement Even the very wise cannot see all ends. My heart tells me that Gollum has some part to play, yet for good or ill.... before this is over. , The pity of Bilbo, may rule the fate of many",The Fellowship of the Ring ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
2223,FRODO,I wish the Ring had never come to me. I wish none of this had happened.,The Fellowship of the Ring ,,,Other,Hobbits
2224,GANDALF,"So do all who live to see such times, but that is not for them to decide. All we have to decide is what to do with the time that is given to us. There are other forces at work in this world, Frodo, besides the will of evil. Bilbo was meant to find the Ring, in which case you also were meant to have it and that is an encouraging thought. Oh! Its that way",The Fellowship of the Ring ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
2225,BARLIMAN,"Good Evening little masters. What can I do for you ? If you're looking for accomodation, we've got some nice, cosy hobbit sized rooms available. Always proud to cater to the little folk, Mr err... ?",The Fellowship of the Ring ,,,Other,Men
2226,FRODO,"Underhill, my name's Underhill",The Fellowship of the Ring ,,,Other,Hobbits
2227,BARLIMAN,"Underhill , yes..",The Fellowship of the Ring ,,,Other,Men
2228,FRODO,We're friends of Gandalf the Grey. Can you tell him we've arrived?,The Fellowship of the Ring ,,,Other,Hobbits
2229,BARLIMAN,"Gandalf ? ,Gandalf ? Oh yes! I remember! Elderly chap! Big grey beard, pointy hat. , Not seen him for six months.",The Fellowship of the Ring ,,,Other,Men
2230,SAM,What do we do now ?,The Fellowship of the Ring ,,,Other,Hobbits
2231,FRODO,Sam. He'll be here. He'll come.,The Fellowship of the Ring ,,,Other,Hobbits
2232,PIPPIN,What's that ?,The Fellowship of the Ring ,,,Other,Hobbits
2233,MERRY,"This my friend, is a pint!",The Fellowship of the Ring ,,,Other,Hobbits
2234,PIPPIN,It comes in pints ?,The Fellowship of the Ring ,,,Other,Hobbits
2235,MERRY,hmmmhmmm,The Fellowship of the Ring ,,,Other,Hobbits
2236,PIPPIN,I'm getting one!,The Fellowship of the Ring ,,,Other,Hobbits
2237,SAM,You've had a whole half already!,The Fellowship of the Ring ,,,Other,Hobbits
2238,SAM,That fellow's done nothing but stare at you since we arrived!,The Fellowship of the Ring ,,,Other,Hobbits
2239,GANDALF,"So am I dear boy. , So am I.",The Fellowship of the Ring ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
2240,BILBO,"No thank you! We don't want any more visitors, well wishers or distant relations!",The Fellowship of the Ring ,,,Other,Hobbits
2241,GANDALF,And what about very old friends?,The Fellowship of the Ring ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
2242,BILBO,Gandalf?,The Fellowship of the Ring ,,,Other,Hobbits
2243,GANDALF,Bilbo Baggins.,The Fellowship of the Ring ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
2244,BILBO,My dear Gandalf!,The Fellowship of the Ring ,,,Other,Hobbits
2245,GANDALF,"It's good to see you. One hundred and eleven years old who would believe it. , You haven't aged a day!",The Fellowship of the Ring ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
2246,BILBO,"Come on, come in! Welcome, welcome. Oh, here we are.",The Fellowship of the Ring ,,,Other,Hobbits
2247,BILBO,"Tea or maybe something a little stronger? I've got a few bottles of the Old Winyard left, 1296, a very good year, almost as old as I am.",The Fellowship of the Ring ,,,Other,Hobbits
2248,BILBO,"It was laid down by my father, what say we open one eh?",The Fellowship of the Ring ,,,Other,Hobbits
2249,GANDALF,"Just tea, thank you.",The Fellowship of the Ring ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
2250,GANDALF,Owwwh!,The Fellowship of the Ring ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
2251,BILBO,I was expecting you sometime last week. Not that it matters; you come and go as you please. Always have done and always will.,The Fellowship of the Ring ,,,Other,Hobbits
2252,SAM,I'm on your side Mr Frodo,The Return of the King ,,,Other,Hobbits
2253,FRODO,"I know Sam, I know. Trust me. Come Smeagol.",The Return of the King ,,,Other,Hobbits
2254,EOWYN,What time is it?,The Return of the King ,TA 2995,FO,Female,Men
2255,EOWYN,"I dreamed I saw a great wave climbing over green lands and above the hills. I stood upon the brink. It was utterly dark in the abyss before my feet. A light shone behind me but I could not turn , I could only stand there, waiting.",The Return of the King ,TA 2995,FO,Female,Men
2256,ARAGORN,Night changes many thoughts. Sleep Eowyn. Sleep while you can.,The Return of the King ,,,Other,Men
2257,LEGOLAS,"The stars are veiled. Something stirs in the East, a sleepless malice , The eye of the enemy is moving.",The Return of the King ,,"Still alive, departed to ,Aman ,FO 120",Male,Elves
